driver_id,first_completed_trip,lifetime_rating,lifetime_fares,lifetime_completed_trips
4fc4-ae7c,2/4/11,4.92,4662.70,599
41ea-f514,1/25/11,4.86,34206.68,2809
4bad-c010,3/29/12,4.94,2715.94,282
491b-b74d,4/24/12,5.00,272.18,23
41bb-ed10,2/11/12,4.85,9305.34,878
4a93-05e1,8/2/10,4.76,45212.67,4816
4e23-2439,8/21/11,4.85,18496.28,1900
4617-1c74,4/30/12,4.80,490.53,40
443b-fd9b,4/16/12,4.70,211.46,28
4fc9-908c,4/10/12,,631.47,92
41cf-793b,4/8/11,4.88,22900.11,2490
46e6-5356,9/12/11,,2547.24,364
4989-cbd6,7/17/10,4.91,1220.32,147
4100-eab8,7/29/11,4.66,38570.20,3876
40c6-f1ba,2/8/12,4.67,10386.78,1042
45f4-e94c,10/21/11,4.88,16829.15,1775
4e9a-2cb8,9/16/09,4.80,32337.82,2876
4498-78a2,7/31/10,4.87,53282.76,4306
4cf8-0a13,10/7/10,4.78,21223.02,2408
4225-390e,9/18/10,4.68,47054.45,4312
45e5-e46f,4/2/10,4.83,53239.89,4412
496e-ac44,12/8/09,4.79,71894.59,6989
4cd1-0d2f,7/11/11,4.76,18603.20,1658
43ea-b390,9/9/11,4.50,11895.02,1778
4f36-10b6,8/16/08,4.81,221634.22,7967
4642-60c0,2/22/12,4.65,280.91,20
41ac-dd1a,9/26/10,4.71,31699.21,3483
4a30-e4c9,10/2/08,4.83,97626.64,8224
4e2c-be28,4/26/12,4.74,1330.73,144
4995-065b,10/8/11,4.79,22013.11,2192
4fc3-ca66,8/18/11,,5480.34,825
411f-0a28,3/21/12,4.80,5877.86,577
4e81-37ae,3/12/12,4.77,9301.94,809
47f7-68cd,7/5/10,4.77,7111.92,819
411e-bfa6,8/18/10,4.73,41690.57,4349
4e79-31e8,4/20/12,4.96,353.51,30
4fca-63de,2/10/12,4.53,14924.26,1692
45c8-2359,3/17/10,4.64,27956.73,2831
4ea7-6914,8/9/11,4.87,20089.38,2437
4b7e-fe16,10/20/10,4.85,41279.66,3620
455c-007f,1/25/12,4.89,8370.05,824
4a2f-11fa,12/14/10,4.74,15743.26,1709
4fa0-21be,2/5/11,4.83,36146.53,3664
49fe-dafe,3/11/12,4.69,1738.94,178
4e7f-f61a,9/13/10,4.59,3965.80,381
46a6-b44d,3/4/12,4.72,7746.75,825
42b1-3fc6,10/25/11,4.83,8156.31,916
41cf-c35b,5/26/10,4.76,9074.50,826
4a91-5513,1/3/12,,1071.93,163
4617-fec7,8/26/11,4.90,6414.72,714
49e4-1a7b,2/3/12,4.81,2571.63,259
4866-d533,3/10/12,4.15,6157.41,575
4f04-a173,10/9/11,4.78,33629.47,3489
451e-e8db,11/19/10,4.95,71881.18,7792
4ccd-6951,6/12/11,4.69,20773.59,2028
4708-f6a7,11/11/11,,473.53,64
4b47-4f39,9/6/10,4.83,26859.98,2698
49b3-473e,4/18/12,,1011.23,160
4a82-7cb4,5/12/11,4.76,26821.10,2402
4e96-fa91,4/6/12,4.87,2782.62,287
4121-408e,9/15/10,4.81,58963.32,6296
438f-6be2,10/17/11,4.70,19266.98,2141
4f6e-09fc,3/24/12,4.84,1739.18,184
4e70-1490,10/6/10,4.72,57352.53,6626
4098-f314,11/8/08,4.79,22768.30,2130
4ec8-522c,9/15/11,4.66,31131.54,3440
4ae2-3504,4/2/10,4.84,35420.94,3789
40d2-d24f,1/2/09,4.74,61152.12,6119
469b-fda1,5/28/10,4.74,10148.11,1191
4b20-015f,11/14/09,4.67,44343.58,4208
4343-fbce,4/10/12,4.69,2300.28,263
4279-3541,9/15/11,4.65,20836.83,2147
4951-5fb4,3/27/12,4.81,3682.27,339
40a2-1dff,6/5/11,4.73,12691.22,1317
43d2-bdef,8/17/10,4.56,15837.22,1579
4666-fd5d,2/28/09,4.84,42359.97,3219
4c9f-a5d7,2/16/12,4.75,2768.11,268
4dc1-4c4e,7/31/11,4.91,13637.98,1730
4ecb-9ebf,6/4/11,4.89,13255.47,1598
4455-b8fc,7/15/10,4.78,16643.38,1502
432d-4b02,7/17/09,4.78,94886.32,7636
45c8-1d07,10/12/11,4.78,25460.80,2845
445c-5269,9/5/11,4.81,3572.01,415
4026-9978,3/23/12,4.35,6057.74,511
44f5-d2e0,3/3/10,4.77,33149.84,2909
4e3a-60b4,3/31/10,4.74,42237.84,4479
4481-f3df,2/16/11,4.60,64032.14,6596
4531-1959,12/12/10,4.61,3541.47,377
4ed6-47bf,2/9/11,4.73,6540.58,697
413a-3758,12/18/09,4.85,68402.14,6133
4584-b753,10/3/09,4.85,3433.89,280
4c55-0d74,6/20/10,4.80,99027.57,3223
45df-fdaf,8/25/11,4.96,853.30,94
4aa7-0b83,8/28/11,4.79,36934.53,3848
41e7-1ea5,11/24/11,4.81,6762.06,805
4b19-7cd7,2/17/09,4.75,17938.73,1437
4847-2c05,10/8/10,4.74,14592.97,1345
43e8-717b,2/22/12,4.37,4808.01,550
420f-84ee,7/22/11,4.75,40572.92,4733
4f57-4686,6/26/11,4.71,24810.44,2578
48c2-88b8,9/24/10,4.87,6039.83,827
493c-54f7,11/4/11,4.49,8412.15,933
4668-41cd,10/22/08,4.85,53231.07,5136
4024-0a9f,10/18/10,4.76,37095.71,4122
45c1-76d1,10/8/10,4.81,10359.94,1027
45f6-4759,2/12/09,4.85,50786.26,4356
4b81-4305,9/3/09,4.66,71352.34,7292
43ee-220f,2/27/12,4.90,1121.62,104
459f-95fc,5/14/11,4.87,33413.93,3612
4e53-7705,10/15/11,4.78,14695.57,1705
4db4-1f13,2/1/10,4.83,7614.02,815
4be9-0a50,1/29/12,4.68,11910.70,296
4638-4c48,7/28/11,4.80,8683.02,968
4670-8ccf,12/27/11,4.67,1740.46,185
4517-544f,2/26/10,4.73,55266.91,6129
4cce-77a1,3/24/12,4.85,2095.03,242
4980-5029,3/15/09,4.73,51889.52,6219
4726-5b3b,3/20/10,4.82,64253.78,6612
4df2-b6d3,7/15/08,4.72,22720.18,1737
453c-cfc6,2/14/12,4.85,3211.16,305
4033-d4fa,7/17/11,4.64,13419.97,1465
46fd-8ad7,8/30/10,4.66,46087.09,4438
4209-2b9f,1/5/12,4.67,10265.33,1007
416b-bc78,3/20/12,4.73,2078.89,204
41e4-4367,12/27/08,4.73,127226.50,12524
49cd-7333,3/17/12,4.82,3218.92,355
4857-7d03,5/21/10,4.87,20793.90,2265
4212-b3c6,8/11/11,4.62,12644.58,1339
4c9e-2e6d,12/6/11,4.81,9737.51,1032
4d6c-ffed,8/26/11,4.94,2699.42,372
479b-0de3,2/29/12,4.89,7623.48,758
4379-b50a,1/7/12,4.91,7232.34,774
4885-e9f9,9/11/09,4.70,91330.75,6370
46c8-a09b,8/25/09,4.81,64026.97,5811
4fc4-6e37,7/22/11,4.67,24250.19,2499
4466-1d6e,2/26/12,4.77,2338.34,192
495a-50c0,4/12/12,4.83,2471.22,265
4988-34c7,10/1/11,4.77,3168.44,339
4c10-8b3e,4/17/12,4.91,1189.60,102
47e0-f933,1/31/09,4.66,140406.84,11531
4183-1894,4/13/11,4.71,28586.73,3413
439a-a892,3/21/12,4.78,9473.26,903
4f56-562a,1/3/12,,1499.05,207
4682-d683,10/23/10,4.89,33510.60,3533
4e4e-4ef0,6/25/09,4.79,55870.91,4146
4879-1f16,3/24/11,4.90,39549.54,3823
4f75-f433,2/27/12,4.84,7337.23,385
41d0-a487,3/21/09,4.65,10304.42,953
4cf9-b575,1/30/12,4.90,4047.18,558
47e3-c8d3,1/9/10,4.75,69555.10,7786
4c8f-68a6,2/12/12,4.72,2563.56,231
48b9-6aa2,7/18/10,4.72,28216.04,2763
434c-3b03,7/11/09,4.78,102923.56,8799
45e3-c055,8/17/11,4.89,15404.48,1358
4eee-9d6d,3/13/12,4.86,3673.81,377
43c7-307c,1/6/10,4.87,167932.82,4663
48fc-db0e,3/16/11,4.84,25658.41,2413
4a4a-c872,6/28/11,4.90,4315.41,472
4431-b56a,3/7/12,4.26,1948.88,281
47da-b9ff,9/26/11,4.94,11578.69,1264
4896-7128,11/6/11,4.86,876.44,89
4ff0-1424,5/6/11,4.71,16580.57,1481
4628-2777,9/10/11,4.79,16052.15,1755
4495-67e3,8/24/11,4.73,30530.97,2203
404d-9a7e,6/24/11,4.74,25537.17,2568
4fbb-d87a,10/28/10,4.84,19739.48,2061
4fd6-6d69,9/9/11,4.67,2345.90,234
417f-a84a,2/16/09,4.61,23237.30,2196
4610-f5bc,4/18/10,4.71,59159.45,5909
4cdd-3b83,12/25/11,4.73,10910.09,903
48e6-db26,4/7/12,4.90,1481.80,137
4d3d-700b,1/23/12,4.69,2695.06,276
4877-c0dc,1/18/12,4.70,9492.21,876
486a-927d,3/17/12,4.91,1878.79,193
4b0c-8494,8/27/11,4.83,5853.82,724
47ef-edf1,4/27/12,4.81,424.70,36
4162-fe31,3/7/10,4.91,27875.88,3101
4e05-bf36,1/5/10,4.79,100867.67,10292
4306-251c,3/19/11,4.80,5869.48,668
46af-aac4,8/6/11,4.83,14915.95,1638
497d-2cb5,1/18/12,4.93,6811.09,689
427a-8bae,1/13/11,4.91,59686.22,6616
42f3-3b51,10/24/10,4.88,18824.41,2194
4c84-e755,6/11/11,4.87,19046.33,1485
4865-1561,3/28/12,4.79,6371.02,641
4aa0-3d09,10/3/11,4.76,4365.22,443
4572-e7de,4/14/10,4.78,20310.27,2082
4b56-17fd,8/1/08,4.62,80162.38,6039
4b5f-75af,9/23/11,4.78,37770.58,1345
4fc1-e429,2/4/12,4.64,7950.97,803
4536-9aac,3/8/12,4.74,4853.32,536
44a6-dc4d,9/23/10,4.84,44617.85,4982
46aa-3868,11/10/09,4.55,28636.60,3411
41de-2902,6/7/11,4.84,40370.39,4523
4685-6e1e,8/13/10,4.81,28664.12,3184
4a79-5117,3/2/12,4.85,3943.17,455
4053-8db7,12/15/09,4.84,64446.97,7145
4ba8-1058,5/14/11,4.86,27417.18,2870
40ef-dc60,10/15/11,4.68,12385.66,1413
4fb0-deb0,9/24/10,4.78,30951.55,3466
4bc5-3fbb,7/22/11,4.76,18218.76,1418
4e09-8832,7/18/10,4.75,3874.26,401
4172-4a13,5/5/11,4.87,19187.30,1974
4913-7624,3/10/11,4.78,6541.86,742
4b7d-075c,2/13/10,4.72,31851.11,3074
4305-9af4,11/13/09,4.76,92068.44,8068
434d-0753,12/12/08,4.85,158542.89,13057
41e5-01c4,2/5/12,4.78,13072.03,1232
4a49-0ea3,10/12/10,4.87,12106.40,1399
4e2b-cd17,11/1/11,4.82,4760.23,533
445d-148f,10/19/11,4.71,26188.20,2641
43f5-9508,11/9/11,4.83,7546.06,793
4f3c-42f9,3/13/12,4.67,703.38,82
4241-4079,2/1/11,4.60,12144.43,1205
4583-dbc7,3/20/08,4.61,101268.69,7753
419f-a65a,12/5/10,4.73,36223.80,4012
47ce-0cb3,3/10/12,,1436.62,186
4cb9-0a58,2/16/09,4.79,52360.07,5169
44be-4107,9/17/10,4.55,41440.98,4566
4b35-9b60,3/14/09,4.80,39646.22,4277
4552-fa1f,8/23/10,4.83,35292.08,3764
467a-d109,4/11/12,4.93,1894.11,163
44c1-660b,10/13/10,4.70,49384.49,5281
4312-ce95,6/5/11,4.57,19116.91,2230
4024-c275,11/10/10,4.85,19730.57,687
4e00-1302,6/13/10,4.73,26681.16,2457
4f74-b480,3/20/11,4.85,6913.67,666
49aa-6bf8,11/3/11,4.77,7044.16,745
49bf-9a3c,6/9/11,4.84,32056.82,3907
4ce9-450f,4/7/12,4.75,463.88,39
4780-a1ed,2/24/11,4.88,21049.56,2119
444c-ee8f,7/10/09,4.86,98486.43,10131
413e-95a3,1/31/10,4.66,7517.89,811
420e-4d5d,8/21/10,4.59,16643.80,2015
4cc6-b4d8,8/25/11,4.60,11184.06,1340
4ba8-6880,11/19/10,4.78,19634.46,2194
4453-7f59,2/5/10,4.72,45096.74,3109
4ef4-ca97,9/22/11,4.80,28499.90,3215
4ce9-279e,8/28/10,4.57,2923.69,332
4827-2c10,3/10/12,4.55,1268.98,126
47f4-d2a3,2/16/12,4.67,1117.04,105
4eb3-43c0,9/28/09,4.73,58383.18,5309
405c-2b94,6/18/11,4.74,17569.89,1905
4cac-d9d8,5/1/10,4.71,40344.46,4496
47a7-fa4b,10/15/08,4.89,46839.86,4048
4638-074d,2/10/09,4.80,148802.62,14844
47f4-af1a,4/15/11,4.85,3993.43,433
4d3d-bf89,5/5/10,4.83,77675.07,7635
4e26-7943,6/25/10,4.85,28015.68,2946
4d45-a9c8,2/16/12,4.80,1847.56,119
4e11-5bfe,5/15/10,4.80,37932.96,4144
41bb-5d5b,9/18/10,4.67,38919.38,3108
46f9-b593,11/26/10,4.82,22586.48,2494
431d-1dfd,4/16/12,4.78,1538.62,157
4b0f-3cb7,7/8/10,4.72,24276.96,2667
40c9-81db,4/20/11,4.92,4799.25,546
472c-85c7,12/22/11,4.83,11382.64,1118
4f98-cf41,3/30/11,4.89,16511.06,1939
45ed-8174,7/24/10,4.84,24621.89,2917
492b-34dc,4/17/10,4.82,103533.04,10588
4a85-6e9b,2/4/12,4.82,4612.55,516
40eb-db74,1/20/12,4.71,2514.11,278
4f1c-2c38,5/29/11,4.78,26217.36,2921
4cc7-7506,11/23/10,4.86,19651.32,1802
4383-a5f4,8/30/10,4.62,14758.37,1539
429f-c6b1,12/30/11,4.54,493.14,43
40e0-8d4e,4/8/11,4.73,12379.29,1257
4f2f-ecb9,10/2/10,4.79,33087.04,3167
4671-d51f,1/18/12,4.44,10552.02,981
4b06-0fde,4/25/12,4.98,1596.03,158
4d50-1d2e,6/28/11,4.64,13786.20,1646
4a4b-e496,3/26/11,4.75,52335.94,5721
41e6-2342,1/11/10,4.76,53144.05,5057
4a79-dec3,1/13/11,4.72,47811.21,4458
4fcf-21a4,8/9/10,4.78,96601.41,2876
463d-28b3,3/4/11,4.94,21417.34,2181
425f-38a2,5/13/09,4.78,57052.90,5620
4ecd-9477,7/30/11,4.67,52906.88,5437
4906-c249,11/1/11,4.65,15627.25,1604
47cb-a8a6,1/25/11,4.80,30785.13,3103
4baa-2073,11/30/08,4.80,92317.61,9847
4349-7f0a,7/13/10,4.75,96311.14,6864
417b-684c,4/17/12,4.97,1200.78,108
4f5d-559e,11/7/09,4.68,15659.54,1561
478d-62ad,11/30/11,4.48,7645.13,566
408d-7ac8,1/5/11,4.68,17186.37,1857
4619-ea7a,3/2/10,4.71,80160.12,6697
4668-39a5,10/28/09,4.62,6686.74,662
4879-3a85,5/29/09,4.72,70333.82,5287
4d02-2a40,12/21/10,4.82,51412.41,4666
4acd-d6fe,9/18/10,4.86,44460.70,4649
4b38-236b,8/6/11,4.69,16801.53,1920
48f1-c25c,4/8/11,4.74,55035.07,5934
4e4f-771e,7/1/10,4.87,30738.39,3910
49fc-cc26,4/23/12,,1221.10,160
4c8c-dd2b,5/22/09,4.85,107408.24,10544
4866-9b70,4/2/09,4.85,22205.82,2408
427b-6e4c,3/5/12,4.93,1386.34,155
49a4-8f5c,9/15/11,4.70,4085.98,451
4ebe-d0c5,4/24/11,4.57,19970.25,2210
4ff9-7196,2/24/12,4.40,6102.20,569
461e-a9ef,4/16/09,4.78,92743.02,8902
4ed8-31f7,11/2/11,4.88,3286.70,279
42c9-1370,2/14/10,4.90,20905.15,2174
46e3-4244,6/18/11,4.79,6506.00,676
44f3-a5f0,12/10/10,4.83,20619.06,2218
4182-b97d,9/23/10,4.61,18564.21,1870
493c-a242,10/20/11,4.70,12298.69,1411
446d-6e04,2/20/12,4.86,1915.34,211
4bb5-b21f,9/3/11,4.72,17519.38,1802
42d9-6ee8,10/23/09,4.78,64489.33,7184
4fe4-234e,12/2/10,4.70,6733.25,653
4882-e97e,12/23/09,4.79,53331.06,5409
44cc-5a9e,1/1/11,4.77,38101.15,4005
4dae-ce5c,12/18/09,4.79,104625.86,9414
4bec-e2a6,11/25/11,4.92,11989.88,1519
4f5b-c19e,3/19/12,,1393.50,191
4d94-d21f,2/25/10,4.85,76630.09,7561
4759-f965,12/10/10,4.74,19164.55,2209
4ea0-50e5,8/16/10,4.85,31891.94,3689
4856-ff0d,9/17/11,,3825.66,560
4a0c-7120,12/24/10,4.86,24794.85,2421
4bfc-d6af,11/20/09,4.80,13382.29,1278
41f2-c8ef,12/15/10,4.85,55302.08,5803
42ad-9b65,9/22/11,4.75,3905.13,366
4bbc-2108,10/7/09,4.77,15297.89,1500
469a-e49c,2/11/12,4.91,768.97,86
4a24-804f,10/20/10,4.81,49420.04,5189
4a04-da4e,5/9/09,4.66,21574.32,1961
4e43-2f56,6/29/11,4.74,19833.39,2184
414f-8b04,11/25/09,4.76,58347.70,6277
4289-9a38,1/24/12,4.75,7374.41,814
48ea-d3e7,9/6/11,4.84,14239.75,1525
4acd-a360,10/21/11,4.65,3086.10,370
4e54-ac33,3/1/12,,7417.31,1160
497d-8a4c,11/3/11,4.54,6607.74,730
4ec4-dc71,12/3/09,4.78,28327.80,3048
4e54-59aa,8/12/11,4.77,1727.64,189
486c-a69b,9/4/10,4.88,10046.05,1130
4fc6-a609,11/10/09,4.88,53622.73,5014
4b43-7c92,1/5/12,4.53,4850.94,559
4b67-a3c5,2/17/12,4.85,2973.72,341
46c0-85fb,8/9/09,4.75,100157.99,11153
4d36-f7ae,12/23/09,4.81,43400.54,3747
4162-b118,11/5/11,4.91,9734.45,1071
4f62-e05b,4/18/12,4.74,3382.90,313
4d2f-6e5c,11/15/11,4.79,5377.18,486
456e-03ae,12/20/09,4.52,13224.36,1468
46eb-c95f,11/27/10,4.88,58776.21,6405
43f4-48e9,10/13/11,4.57,20844.64,2187
4744-af55,12/9/10,4.83,24776.58,2536
4f1e-3423,12/21/11,4.38,11097.76,1192
4478-6b6e,3/17/12,4.95,1168.78,104
4034-3602,3/9/12,4.82,7399.09,639
4237-4b75,1/16/10,4.78,115382.89,12522
4180-aa0c,8/16/10,4.73,48497.02,4366
4265-a028,10/9/09,4.75,31612.46,3486
4e36-d72c,1/11/11,4.60,40836.77,2611
4dac-589e,12/6/10,4.62,55341.77,5864
4212-2f0e,10/19/10,4.86,5183.80,495
4b1b-6597,8/5/11,4.81,11551.38,1339
4609-117e,2/16/12,4.81,7984.90,937
4a2b-2340,3/16/11,4.66,9615.42,1001
408a-9c19,5/29/09,4.67,126363.10,10475
4461-c6f8,3/17/12,4.74,6554.69,669
4821-b4d2,3/2/11,4.75,38104.61,4364
472b-0585,4/15/12,4.49,1283.20,142
40b2-cf58,6/19/10,4.63,33278.41,3753
469a-2a87,10/2/10,4.89,34276.42,3461
419c-fe72,10/27/11,4.50,10524.01,973
416a-9117,8/25/10,4.80,42356.67,4562
46a1-cf40,11/9/08,4.86,105469.08,7942
49a4-bcac,8/18/09,4.38,30525.54,4415
454c-f2a4,10/22/10,4.72,18472.31,1537
455a-f85b,2/12/12,4.71,4830.44,524
4470-60af,12/23/10,4.85,26507.78,2941
4deb-8d78,3/20/11,4.79,50923.97,4885
4874-c2f8,11/25/11,4.83,5790.82,481
485f-0b3a,2/4/09,4.82,145339.37,15238
43b7-0dff,10/15/11,4.75,12482.44,1438
4a76-0af6,10/23/09,4.79,79603.60,8095
4aa0-fb1e,3/9/11,4.82,10274.44,1135
40ed-41ba,5/17/11,4.71,17130.39,1844
4231-075f,6/1/08,4.74,197590.19,8227
4539-ab1a,10/3/09,4.66,30921.98,2981
4554-3dde,10/9/09,4.72,18639.19,1855
4cd7-d383,10/1/11,4.53,3192.54,339
4400-9870,4/23/11,4.73,46149.27,3320
44b8-155b,11/2/11,4.68,7818.28,711
43ca-a15f,4/19/10,4.76,24145.34,2222
4c86-f223,1/11/10,4.73,58281.45,5522
4bab-b373,9/4/10,4.81,48930.93,4566
4e52-235c,11/19/10,4.78,14218.76,1508
4e62-5af4,2/10/11,4.51,38763.90,3902
4a55-c7bb,8/25/11,4.73,19279.65,2154
4517-bcd8,1/31/12,4.60,1853.12,193
428a-73b6,7/3/10,4.41,9490.10,1418
4b9d-d4ad,11/23/09,4.79,56310.33,5782
4ba2-2780,4/13/11,4.83,5426.74,600
46e8-651d,9/28/10,4.82,21744.62,2255
437a-1fd9,3/29/12,4.84,3501.03,385
4c63-5fc5,11/13/11,4.80,5772.70,670
4cf6-db94,1/3/09,4.71,96630.22,10164
462d-56db,4/22/11,4.90,39643.81,4435
4085-c70b,8/20/11,4.67,15837.73,1713
444b-087b,3/23/12,4.87,2342.08,205
4489-6a03,9/13/11,4.53,26841.97,2911
4517-f1c2,10/26/09,4.84,5174.53,519
48bd-df7b,8/16/09,4.83,69981.81,7945
4988-fdbc,6/22/11,4.60,49144.13,5316
4e49-eaef,5/4/10,4.88,90777.16,3565
482a-8851,5/28/11,4.81,16963.89,2048
4032-3fe6,3/25/09,4.74,113684.61,11772
401e-d518,12/21/08,4.73,156112.86,16063
4421-c774,4/9/12,4.92,2087.46,182
4458-03ef,3/26/12,4.92,3707.62,367
44b8-ec2d,8/26/09,4.82,83472.33,9491
4714-70a2,6/27/09,4.74,120725.14,9474
4623-35a4,9/30/09,4.71,8185.78,432
4684-f845,5/21/09,4.71,30884.81,3448
467b-8376,10/8/08,4.88,220435.75,6602
49b8-8dd0,11/25/11,4.77,20772.16,1852
4458-d28f,7/13/11,4.80,9779.78,892
4523-ed06,9/17/11,4.57,14250.85,1488
4071-bc6f,7/14/09,4.78,26437.99,2631
4d2e-8317,9/12/10,4.89,34841.91,3761
468f-088b,8/12/11,4.82,6331.95,752
4cc2-a853,7/3/09,4.76,50356.29,4400
47f3-164c,8/20/10,4.88,6811.53,741
4cee-8325,4/8/12,4.79,856.44,86
4e70-91d0,3/29/10,4.75,42080.21,2925
48b2-77e1,11/7/11,,14241.96,2103
45a5-8002,10/20/11,4.66,13219.50,1569
4554-0f95,11/7/11,4.55,4068.37,485
4fb2-8fd0,4/28/12,4.19,418.52,39
4696-501f,10/5/11,4.89,15813.21,1697
4d65-0037,12/25/08,4.70,28372.50,2731
4304-1a07,9/19/08,4.82,308084.92,11670
4d18-8f89,10/13/11,4.98,3272.93,429
4b0a-7730,3/17/11,4.57,52777.84,4968
44ea-b575,9/23/11,4.78,10720.73,1140
4a4f-88f9,9/9/11,4.92,6518.95,786
4096-798b,1/6/12,4.86,6838.91,703
40c0-b1a7,5/25/11,4.77,4628.21,457
429b-36f2,7/23/11,4.81,1205.66,135
41a7-cbd9,5/21/11,4.88,5322.47,564
4fb4-19d2,10/6/10,4.78,51631.34,6078
45f8-c542,1/14/12,4.70,10319.62,1174
407c-44fc,8/10/11,4.75,28721.13,2905
4169-2497,8/27/10,4.90,16987.29,1831
4091-3402,1/17/10,4.82,24253.06,2596
420a-863b,11/30/10,4.82,22638.48,2604
4664-6f36,10/19/10,4.65,71816.98,5858
46bd-b62f,12/11/08,4.74,94535.66,9333
4f86-5bf8,7/17/10,4.68,31013.66,3581
4b19-1714,4/5/09,4.78,118008.97,12272
4e94-4fda,5/28/11,4.66,21151.34,2337
48b2-4d75,11/7/11,4.84,2854.90,350
42b0-b977,10/9/10,4.76,35899.90,3322
437b-89f5,6/6/10,4.81,16007.52,1867
458c-c35a,11/12/10,4.80,47014.38,4764
4a5d-b150,11/18/11,4.84,4968.43,452
4bf9-2c3c,7/20/10,4.82,7049.88,859
404a-8e7f,2/18/10,4.86,15339.55,1283
46ba-93f0,5/8/10,4.87,33455.12,3861
44cf-8c5d,12/24/11,4.87,9704.64,902
40b4-a58b,1/3/11,4.86,28078.60,2678
4ad9-8207,6/14/11,4.79,26411.48,2748
48a4-30c8,9/12/10,4.86,45418.75,5108
43d3-67b1,1/31/10,4.75,27122.74,3294
4456-eabb,6/18/10,4.69,71144.17,7615
4d6f-0924,10/8/11,4.90,3580.59,435
48b4-9b55,12/25/10,4.74,14532.98,1646
49f2-27cf,11/30/10,4.66,36689.21,3397
473f-f907,7/24/11,,38599.33,5825
48d1-ad2a,8/23/11,4.80,14102.07,1656
4a10-f38f,7/5/09,4.69,40248.58,4050
4673-38ec,9/22/10,4.76,32375.62,3539
4d1d-be44,12/10/11,4.77,9039.11,978
4cf9-0283,4/1/10,4.85,57593.05,4054
48d4-6e70,6/11/10,4.76,38497.06,4203
432f-cdbf,6/6/09,4.84,106050.10,10019
4ea3-348b,2/11/11,4.44,44536.15,4632
4fa8-805a,1/8/09,4.75,129144.42,7097
4b7f-2ddb,7/10/10,4.78,2586.02,281
4747-0e6c,10/9/10,4.83,33723.93,3872
4ba5-a46e,8/6/10,4.78,19079.34,2058
433a-8456,3/19/12,4.78,889.66,80
413b-242f,7/21/10,4.67,40902.77,4180
4b96-e543,10/23/10,4.83,40215.02,4087
40d1-6d72,3/28/11,4.75,17933.55,1752
43e3-6818,11/18/11,4.65,12009.47,1352
46ed-6df9,7/9/11,4.86,1045.07,112
45aa-27ff,4/18/12,,291.38,47
474b-f3ef,11/24/10,4.61,22383.62,2215
415f-8a20,1/4/12,4.66,3797.14,383
4aa3-8af2,3/5/12,4.40,2417.79,245
4f76-cd67,3/17/11,4.85,15974.19,1530
4a5d-82e8,12/28/11,4.92,781.24,57
4873-2397,8/14/09,4.78,10879.22,1159
4510-42a3,4/29/10,4.86,22338.97,2349
4fa3-aae3,11/27/09,4.78,85101.30,7449
4294-b27f,4/16/12,4.77,2321.77,202
4373-3aef,12/23/11,4.83,4495.19,455
4ac6-af2c,2/4/12,4.96,3445.28,390
41d9-eb62,9/17/11,4.70,2844.53,324
470c-5947,12/7/07,4.65,135828.25,5078
4c50-4545,6/25/11,4.86,14349.19,1061
4592-16d7,12/17/11,,168.98,24
4547-ad81,8/17/10,4.77,8808.58,928
4d57-f1db,9/26/09,4.82,21725.04,2484
48a0-16d6,11/22/10,4.83,26483.64,2956
4619-321e,12/10/11,4.67,19344.83,2284
41d8-6f1b,5/23/09,4.81,13279.99,1485
489a-0c58,10/2/10,4.84,7079.26,649
4d81-9537,5/9/09,4.79,175177.65,14837
4829-0c89,2/9/11,4.69,65374.14,6667
4efe-561c,7/9/11,4.72,2545.04,211
4a9d-f4b1,7/11/11,,6040.90,919
400a-5c29,12/26/10,4.71,36395.54,4052
4f25-16f9,1/20/12,4.88,3068.95,379
46b7-bf34,3/30/11,4.89,9157.94,1099
40de-e24b,9/30/08,4.80,139539.62,12770
4a8a-2ce3,8/30/11,4.88,9479.87,1164
412f-5a4d,10/24/10,4.65,27925.54,1651
4ced-e1b6,12/7/11,4.79,4027.09,504
40da-2b0a,10/5/11,4.57,34079.26,2938
4abc-87d0,4/17/11,4.77,41722.78,3951
4ed5-9e34,11/8/11,4.81,16064.18,1537
4f59-69c6,9/13/10,4.77,51197.97,4203
4f18-bcd2,5/24/11,4.73,16028.17,1731
472d-d560,4/16/09,4.76,77253.58,7465
4371-0046,1/10/12,4.86,5469.54,424
4d22-f5b6,5/30/10,4.78,41679.89,4616
424b-9473,10/24/11,4.70,14825.49,1481
4d0b-1c32,10/12/11,4.69,33218.50,3252
4650-8a15,6/21/11,4.63,17182.10,1931
4c08-d434,7/3/10,4.79,70568.47,7991
4678-3557,11/1/11,4.94,2913.52,293
4fa0-b990,7/22/10,4.81,18827.41,1577
40f4-659f,9/1/10,4.86,24507.47,2664
4d6e-7374,6/23/10,4.91,8574.18,985
4c43-a8fb,2/7/12,4.70,3698.45,388
4fac-bc2e,1/4/12,4.87,2597.34,316
4991-40d9,11/13/09,4.71,29625.66,3107
4ccf-2716,8/3/11,4.79,13327.55,1409
4ba3-b008,7/12/11,4.59,25095.31,2853
4465-986a,3/13/12,4.71,654.46,66
44ad-f131,7/10/11,4.49,20308.22,2016
4dc5-2322,9/21/10,4.94,6117.31,659
4af6-7e45,3/13/12,4.91,1303.22,152
4dc6-26a1,2/29/12,4.79,9810.05,1059
4faf-306a,3/18/12,4.87,4041.40,404
