rider_id,first_completed_trip,lifetime_trips,first_trip_city_id,lifetime_payments
ea95-514c,11/10/10,162,1032,1964.048
f71e-d93d,4/19/11,110,1032,862.048
176f-1d76,7/10/08,228,1032,2231.76
1af4-de1c,8/31/10,895,1032,9669.976
abcd-b41f,9/27/10,172,1032,1467.104
dd2c-3705,1/27/08,419,1032,3819.74128907898
fb5a-d578,3/8/08,316,1032,3119.496
2857-fe0e,3/28/10,44,1094,437.504
3021-0dcb,6/2/08,236,1020,3515.688
60b9-694a,11/29/11,100,1032,1503.12
8e86-539d,11/6/09,250,1032,1633.79933868948
fc56-7142,12/28/10,172,1032,1267.288
fe0b-999c,10/27/07,164,1032,2889.4
01f9-ec60,7/5/09,187,1032,1644.296
07a8-1991,8/2/08,75,1032,1047.56950527788
1f38-f07b,7/31/10,24,1032,241.368
6409-1c5c,8/23/09,529,1020,6357.632
6c30-bba2,2/10/12,12,1128,114.422782307016
7781-59a7,4/16/12,7,1032,120.496
898f-2897,10/26/09,44,1020,455.392
decd-b508,9/9/11,82,1032,515.616
2448-ea10,8/8/11,13,1012,131.570722348487
66f4-113a,1/24/09,266,1032,2150.648
6d15-d6c6,5/24/10,111,1032,1781.328
c736-4bc4,9/24/09,586,1032,3607.352
c8ed-df43,1/7/10,390,1032,2996.36
ee90-3f1f,12/8/10,18,1032,136.952
f359-0c47,8/10/10,115,1052,1099.66899596366
fb59-2349,4/7/10,527,1032,4476.952
1e5b-59e4,6/26/07,430,1032,7682.624
3493-e41d,3/10/12,29,1032,273.728
6e82-6146,4/24/12,16,1032,141.552
71bb-a0c1,4/19/12,2,1032,9.696
7c97-e3c4,7/1/10,88,1048,1004.304
9981-7717,3/1/09,291,1556,2105.696
113b-196d,3/28/10,40,1032,391.264
1c3c-2c53,5/21/09,471,1032,4194.456
372b-15ef,8/14/09,491,1004,12971.168
8597-349a,6/6/09,589,1032,4633.34322920314
9694-e75f,2/13/11,15,1040,199.816
b185-54ff,4/23/12,2,1032,14.856
31bd-fb07,8/9/09,358,1032,5435.56
41b1-0328,8/8/08,167,1020,1678.72017000724
7c3d-5094,8/25/10,159,1032,1307.176
c90e-f0a4,4/22/07,279,1032,3632.008
caac-a5b0,3/11/11,20,1004,190.76
0016-3cbf,7/26/09,279,1636,2319.784
14fe-d856,10/17/08,255,1032,2567.24
430e-034c,3/19/11,17,1136,530.04
59d1-7108,9/6/09,165,1020,1254.44391945143
9899-f1be,3/2/11,97,1032,894.12
98ce-816d,9/4/10,86,1024,820.052510765784
6e19-ba06,4/22/11,11,1596,145.992
f1d4-f56d,9/8/08,341,1040,3024.3763928752
0d67-d0f5,4/11/08,28,1032,289.816
3e97-a1f3,10/23/08,134,1032,1377.392
51db-866f,1/7/12,17,1596,211.712
7c18-5b67,10/25/08,226,1032,1931.55179972388
893c-ff5a,4/30/12,9,1032,125.216
ca40-ab8c,6/9/10,162,1032,1676.768
ea9a-db36,2/6/12,29,1724,177.192
1dcb-ceaa,9/20/08,1022,1024,11211.5529364872
5b6d-2e9f,11/20/10,40,1032,388.944141601871
6deb-02db,3/15/08,384,1028,2696.288
89fb-c462,1/16/11,109,1420,1048.5194616907
9a28-e1e2,5/4/09,158,1032,1197.968
b31b-444e,8/28/08,690,1032,6098.424
c4fe-42bf,3/6/10,49,1078,354.835784347345
dafd-e6d3,8/14/09,182,1048,1840.088
edba-88b7,3/1/09,224,1028,2741.52302482247
48fb-ad8f,12/11/10,50,1042,704.024
7b29-fbf5,1/22/09,72,1032,803.264
7d4f-3881,10/19/10,439,1410,3143.592
88d0-af0b,9/23/08,298,1032,2440.12
bbff-78ec,11/12/10,26,1032,359.272
1fd1-8c89,5/19/10,355,1032,2927.032
48dd-760a,7/19/07,258,1032,1702.192
746a-f82d,1/29/12,2,1032,12.4
a4e9-db8f,12/5/07,50,1032,604.664
ed6a-f470,2/19/12,21,1032,151.64
fef7-ad90,2/12/12,19,1032,146.36
2aa9-f2b7,11/22/09,59,1154,571.624
53b7-fb47,8/16/07,318,1032,3318.81170679541
9f08-4f0d,4/14/12,1,1032,4.064
a028-6cb6,7/8/11,36,1032,293.888
d6e4-20b2,5/5/10,273,1750,1656.03248880225
eb89-9a96,3/13/09,465,1032,3723.12
0322-dcaf,12/26/08,38,1028,949.792
26af-3735,7/10/09,44,1078,434.304
2713-f59e,11/2/08,110,1032,2131.232
6684-4482,4/19/09,873,1032,7588.77608415354
7f94-bdac,11/22/08,406,1032,3790.952
e9dc-b3fe,5/1/11,24,1032,189.096
ef87-101f,7/23/08,538,1028,6942.30137990664
03e9-38c4,6/5/10,7,1082,209.192
2013-7cb6,4/28/10,108,1032,946.305076891369
8f47-f858,10/22/10,115,1032,831.216
972d-4964,1/22/10,334,1082,3227.592
b5a2-35b0,2/6/10,927,1032,7871.608
ebc9-26df,7/9/10,197,1032,2207.688
edd3-ee6d,11/19/10,112,1578,990.224
08cc-2548,10/30/10,53,1020,800.672
1141-57a6,8/26/11,42,1032,699.216
3154-f296,8/19/10,21,1032,185.632
7d3e-6a83,1/6/95,4,1000,74.272
9dbb-3e1c,5/24/06,645,1020,12088.9169801011
eff1-f67f,10/7/11,49,1032,641.168
f703-bd92,9/4/10,186,1112,1493.32241625447
1e29-6637,3/10/11,146,1032,1007.2
4797-0479,12/12/11,16,1032,203.16
5149-aa40,10/24/09,89,1024,1307.05376799931
5546-d147,11/1/07,911,1032,9430.6545064489
5569-585a,4/9/12,4,1032,58.28
b099-c373,2/12/12,21,1032,150.744
b460-0a99,7/12/09,1101,1032,10191.296
309e-90df,5/25/11,146,1032,2226.424
6602-a813,2/5/11,188,1032,1879.104
6909-7366,5/23/10,151,1032,1275.448
9a0e-c103,2/22/09,450,1032,3536.472
e24f-02be,8/30/10,53,1070,447.248453799292
1888-4876,3/20/10,19,1074,198.96
55c2-ca7e,1/15/12,128,1032,743.968
c1c1-1f5b,7/13/09,290,1032,3112.472
fea0-6272,2/17/11,21,1024,164.936
120c-71ea,3/10/09,341,1032,3836.15270420845
1e68-f525,5/27/08,374,1032,2755.79405179916
3250-78e6,2/26/10,156,1078,1398.016
37fd-2a8d,4/26/12,9,1032,54.616
488f-3745,4/9/11,4,1032,40.688
5a8b-2d33,7/9/10,320,1028,1800.584
6eb2-0aeb,8/27/09,246,1032,1914.92
8261-9c99,12/30/06,1043,1032,11177.7355651435
99c6-9e9c,5/6/09,317,1032,2794.24817111049
cfd4-71a9,6/14/09,101,1028,977.960969551522
f97e-f968,7/22/11,37,1032,230.096
ff9b-ba30,12/27/09,391,1424,4054.47692496202
3318-5984,6/18/10,117,1028,838.376
5520-4d8a,3/8/09,244,1032,2418.384
9730-2c33,3/10/10,197,1020,2906.432
f8f5-6b9a,7/17/10,424,1684,3742.256
fa76-7b7b,2/20/10,49,1032,661.264
2520-f6d7,10/22/11,21,1852,355.024
954d-a9a1,8/28/11,16,1574,186.576
cde0-a058,12/9/11,83,1032,481
334e-a29e,11/21/10,100,1028,795.152
563a-4f2b,12/24/11,34,1032,322.352
aea3-813c,8/22/09,34,1066,494.096
c519-bcc7,11/10/11,8,1032,87.2
df1e-f944,7/8/11,54,1092,408.952
08d5-f676,11/2/08,368,1032,3361.624
4317-61de,7/11/10,15,1132,137.44
968e-3a33,4/29/11,7,1042,63.832
a326-94d5,4/19/12,8,1032,86.2
c113-fe08,3/7/10,147,1020,855.752
07e5-2d7b,12/8/07,807,1032,6377.792
1af7-8bd4,5/23/10,250,2330,2089.472
2420-3067,1/7/11,29,1032,298.672
6b7f-3521,4/30/10,400,2330,5168.82177554699
8828-447c,2/10/12,20,1032,106.712
9029-e749,11/25/09,124,1032,878.92
a02a-d413,2/8/12,27,1032,397.496
a348-1d04,6/28/09,178,1028,1281.048
d0d0-c7b9,12/22/10,6,1032,89.984
d6e7-47a0,4/13/11,15,1092,193.528
e0bd-ee6d,6/4/10,20,1712,143.848
e677-0ed5,6/23/09,69,1032,480.72
e8cd-8583,2/25/11,647,1032,4769.52
f024-cdd0,1/19/10,461,1042,3831.92844620082
ff92-2d9d,8/17/10,31,1032,353.136
49c2-97b3,10/23/08,492,1032,4245.432
7daf-605b,1/7/11,89,1032,915.488
8950-5589,3/25/08,592,1032,8763.8
d249-fad0,4/14/12,2,1032,49.12
d747-a552,1/28/12,40,1032,397.632
f6cc-9f1d,10/3/10,16,1436,178.26331817121
1a52-9d2a,8/19/07,131,1032,715.92
4107-a406,8/17/09,284,1032,2095.35305655243
7934-4860,11/6/09,617,1032,4488.408
9796-d0b9,1/29/09,314,1028,3522.4
a19d-ecd1,7/27/11,126,1428,1202.408
ce32-2a24,4/7/08,310,1032,2620.42220165103
0b9a-8bab,10/18/07,299,1032,3242.912
337f-fd9e,8/13/11,138,1032,1042.792
35ec-d5e4,8/10/11,211,1032,1220.72
46f4-f216,8/10/11,440,1032,3626.704
75a1-ce10,4/12/12,16,1032,153.624
987e-711c,4/2/12,11,1032,118.696
9f0f-7b06,6/22/08,355,1032,3369.064
0579-5dca,9/28/09,415,1032,3189.57898118657
b72e-8172,9/7/09,165,1032,1950.04
4653-bab9,5/31/09,327,1032,2761.248
49f9-62f6,4/2/10,193,1032,1774.312
7f7e-43cb,12/13/09,450,1032,3497.592
80e0-521a,4/17/10,127,1020,1370.896
8eb1-5c2c,8/6/08,181,1032,2180.00909125756
9f74-f85a,3/17/12,2,1596,21.6
d0f9-2cbc,6/27/08,78,1032,840.952
dcb1-41dd,7/11/09,875,1028,6805.6
e52f-c59d,9/11/09,103,1032,869.104
277a-9b78,2/28/09,1114,1032,8699.0540781632
4fba-fc4a,10/31/09,41,1032,404.6
9e22-47ef,5/4/08,98,1020,5092.67220159365
cb28-5865,3/29/12,4,1032,65.56
ee22-4905,10/19/08,181,1032,2034.992
186a-2879,9/17/10,90,1032,823.992
2189-4267,12/27/08,186,1032,2170.504
374c-c17a,3/16/11,9,1032,101.312
8da1-8bd7,2/18/09,191,1004,2868.05440070981
070a-95d3,12/19/11,25,1032,289.408
398b-fdc7,4/12/08,375,1078,5241.52036634947
887c-43d6,6/27/09,150,1032,1848.856
9e8f-1cee,2/21/08,887,1024,6189.74062515154
a8fa-9c25,9/21/08,137,1032,1751.504
b39a-8687,10/2/10,98,1032,1165.624
bae7-2437,11/25/10,741,1032,6196.392
d073-c359,6/27/09,202,1084,1878.728
d993-123a,11/5/09,432,1032,3572.224
2f67-dcb9,4/6/12,19,1048,162.472
37c0-5206,8/6/11,208,1024,2147.48753274934
5f01-3eb8,12/24/09,114,1032,672.636012597884
7831-60f4,8/23/08,316,1032,3520.62401078661
7aec-7e6f,6/3/07,1350,1032,11739.3213537737
7cf5-b324,6/9/07,177,1032,2240.312
a2c9-3cf5,12/29/10,58,1020,1009.936
cfad-b984,12/11/09,211,1020,1942.72
950e-46aa,4/4/09,1383,1570,14617.0852627145
a4a3-2841,4/23/10,156,1032,1039.30353240332
e077-a214,6/8/08,53,1020,659.752
e7b9-8caa,1/23/09,222,1028,2863.144
f952-ea10,12/3/09,108,1032,1217.672
1c1e-36d7,11/27/11,88,1032,794.136
2047-5529,5/14/08,122,1004,1586.248
4f1c-2434,8/22/10,14,1048,206.397504683538
61ba-1f05,3/28/09,636,1032,5923.128
8681-3623,3/6/12,20,1032,117.304
ccd8-3e30,6/26/10,199,1032,1217.648
fecb-696c,9/10/09,309,1708,2159.792
56ce-2913,1/27/09,275,1032,2083.184
6d30-aa70,3/5/11,31,1078,333.128
803b-8873,5/29/10,336,1032,3183.68
9135-5c08,6/6/09,197,1032,1817.288
b79b-a19a,8/28/10,210,1032,2118.28
e0e3-fa85,8/1/10,104,1726,1018.912
ebd7-a367,7/29/10,32,1596,408.299767021566
17db-fbea,3/20/09,787,1032,8344.76358416252
3376-cd48,2/6/09,185,1032,1512.472
4139-d8d0,3/3/09,274,1024,2843.38201430522
57d9-6875,2/2/11,223,1032,1890.31034374505
aaee-59c5,5/1/09,376,1052,2689.79710220174
bc8b-ba7c,9/20/09,252,1840,2811.81183706501
d270-3caa,5/27/11,49,1558,645.224
d9f2-e7fe,3/24/07,641,1032,9243.608
e2f6-293d,7/25/11,24,1418,350.472
f539-e93d,11/25/11,81,1032,1068.824
19dd-93a4,8/29/10,212,1032,1322.52
40f8-ade3,12/2/08,360,1032,4181.87563372865
654a-3b2a,6/6/09,672,1032,6583.41874648519
6ddc-f57a,2/14/10,251,1032,1506.744
7837-53fc,4/21/12,8,1032,94.632
a991-9ca5,1/5/11,285,1042,2572.40000903099
b786-54cf,5/14/07,1332,1032,16060.896
b8c0-8f7e,4/18/12,2,1032,16.8
dfba-90a6,9/14/11,49,1032,520.904
0983-057e,9/5/09,228,1042,2002.35147624535
29b2-1660,11/23/07,564,1032,18077.28
5cb0-e482,6/28/09,195,1032,1447.696
684c-3d50,12/11/10,116,1032,1226.35252717207
812e-691e,7/10/10,21,1032,199.504
83a6-e98b,1/25/12,12,1032,131.568
8936-078d,9/25/11,18,1066,292.744
f525-9379,4/13/11,11,1112,148.528
5e73-7aa9,5/28/09,595,1032,6195.93494792324
675e-334f,11/13/08,786,1024,7547.09462481729
bec9-f276,4/5/11,287,1708,2264.96
daa3-243a,10/3/08,1323,1032,10432.9588395396
294c-d016,3/8/09,320,1024,2825.552
35ab-8140,10/5/11,15,1050,123.955924554677
6a6c-b65e,1/7/10,119,1032,1440.664
cfc1-5d37,7/24/09,276,1024,2422.472
1ea2-83b7,10/19/09,509,1020,4426.85778505183
67db-a39b,10/31/10,278,1032,2005.6
95c3-9bde,5/16/10,123,1032,1226.6
e010-c27a,9/24/10,45,1032,601.416
efca-bf52,6/18/10,178,1020,1554.40134437066
f277-255b,8/11/11,57,1032,568.616
3508-b75d,1/5/11,77,1020,544.912
601b-ba9b,3/29/10,11,1024,92.248
7b9b-3c7f,12/19/09,196,1032,1439.784
84c9-5688,5/22/10,104,1016,3851.288
97a7-2a0e,5/2/08,488,1032,4556.336
b8be-547c,4/13/09,539,1444,5693.45618216764
e8d9-a4c5,3/24/10,28,1032,258.328
0af4-0f83,8/1/09,336,1570,4359.328
3af8-53fb,1/16/10,302,1440,1334.00447928588
3afc-457c,3/12/10,505,1032,3333.168
4c42-87ab,1/6/95,20,1000,456.336
5ba9-cd29,10/21/08,281,1032,3309.568
5d86-05ea,11/9/08,103,1032,631.368
ad6e-bcca,2/14/09,422,1032,3213.58797014043
c2d8-0008,11/7/10,528,1032,3822.272
09dc-ab31,1/2/10,449,1020,5194.272
1834-2986,5/5/11,159,1032,1166.6
6677-205f,1/11/09,278,1032,2441.448
9333-972f,5/21/08,343,1032,2290.2
98f2-d796,9/16/10,287,1032,2613.808
f2a0-459f,7/19/09,613,1032,4055.184
f7e4-1aca,9/18/10,20,1084,232.52
3225-e2da,11/27/11,12,1596,79.4
5cd2-0a51,6/12/10,14,1032,132.696
6d97-6d6b,3/20/09,298,1032,2514.20079541109
9fe7-475f,11/9/08,454,1032,4323.256
b43a-0036,3/6/10,10,1032,99.232
f845-1289,8/20/10,237,1078,1911.928
fdb1-17aa,3/9/12,26,1636,448.224
fec1-6a9d,10/9/09,456,1032,3592.57924392469
3cc0-ea4d,8/8/09,427,1032,3767.70319790759
5cbb-60e6,11/15/09,155,1020,1543.984
8098-2991,5/1/12,11,1032,85.808
8386-06a3,4/15/10,216,1032,3123.6
9b24-e67a,7/26/10,228,1042,2111.73579676171
be8f-16e6,10/12/10,46,1086,419.170861487998
5cfe-c63a,5/22/10,77,1004,723.16
5e4b-d2eb,1/6/95,4,1000,41.904
7509-f87a,2/26/10,62,1032,446.856
8ae3-ae5d,6/3/11,425,1032,3524.096
08c2-a2be,3/6/10,552,1636,4041.992
3fa0-55aa,6/13/09,114,1048,3934.512
4c1b-ee6b,1/8/12,120,1032,1313.392
5998-65fd,11/14/09,46,1554,667.416
73a6-83a3,6/18/10,165,1032,1131.584
81a4-ca84,5/4/12,19,1066,269.152
8860-59a4,3/10/10,32,1094,300.32
a2c3-9f75,4/11/09,539,1032,7277.928
a9c8-4c60,8/19/09,316,1414,2175.06135751284
e897-dd15,8/8/09,371,1032,3003.704
1c0d-ffc7,3/22/10,591,1032,5395.128
1d8a-e229,4/19/12,4,1032,59.728
20a8-17be,4/7/11,155,1032,1930.04
51b9-e8ec,1/10/10,32,1020,317.784
5f8f-7d50,1/24/09,181,1032,1386.576
6711-91e5,6/23/10,412,1032,4287.39344604069
6c65-94bc,4/13/09,23,1048,264.064
c4ae-e491,1/26/12,3,1020,61.232
c7f8-3f40,2/24/12,23,1032,322.056
d11d-c139,6/11/10,203,1090,6597.53380159316
dc84-b3a4,8/30/09,68,1032,525.44
fcba-f1d1,8/3/07,396,1032,5162.624
49e7-6985,2/27/11,30,1094,270.283064382203
9855-bbe3,11/22/08,315,1028,4603.55891432476
a6ee-810f,4/28/11,33,1574,229.12
c5b8-5c65,10/24/08,195,1032,2252.75125361849
f249-e660,3/26/11,121,1032,1197.952
2e54-9e3d,10/12/08,192,1048,1772.864
44e9-ab70,2/4/12,11,1430,234.552
527d-68bf,6/27/09,984,1032,9630.06577475801
9f72-f7b4,4/19/12,5,1032,22.6
b5d3-6d5b,7/23/09,241,1032,2592.7486536964
b6bf-2c5d,11/7/11,25,1032,254.88
d6cb-120d,11/13/11,10,1032,82.336
0e02-8ce4,1/19/08,714,1032,5678.59704628227
2a9b-8b11,7/1/11,46,1032,421.808
3fb8-983a,12/19/08,1349,1012,10808.941632014
67b2-1970,1/10/10,46,1112,453.712
7212-655f,7/25/08,524,1032,5603.688
8fcb-b1aa,5/3/09,866,1032,6453.256
a06c-a095,9/4/10,94,1032,851.304
b8b6-eb32,12/28/11,124,1032,559.192
cc08-30e1,8/25/10,512,1032,8423.16
cc13-232c,8/30/11,54,1032,390.408
073d-66d3,10/9/10,337,1032,2923.416
0747-ecc1,10/18/10,355,1032,3788.792
d2fd-0ef5,10/5/11,14,1032,292.288
1b9f-3119,9/1/11,19,1020,164.672
1f04-9904,5/26/08,734,1032,20884.343112382
2d4b-a830,4/5/09,332,1032,2976.808
659d-c0bf,6/13/10,318,1042,2946.128
a6b3-e609,3/27/10,259,1032,1871.888
d247-e39e,7/28/11,132,1028,1016.248
d902-c5c6,10/1/10,334,1032,4457.12
dded-2732,2/10/10,11,1020,182.008
e665-cc11,6/8/09,466,1048,6135.888
0392-5cd9,7/18/10,23,1024,258.056
1cdf-fe83,1/22/11,228,1032,1220.384
3ae6-a834,2/6/10,156,1020,1257.50087599868
8b02-27f5,4/23/10,85,1032,823.488
9628-a76e,1/28/11,17,2006,133.4
9978-2a05,9/14/10,217,1032,1451.048
a70d-a531,7/22/11,162,1032,1686.984
c7a6-6f9d,2/23/12,123,1032,1228.68
d7ff-9dc7,12/20/08,410,1024,3298.168
f7a1-1aa7,8/11/07,133,1032,1514.496
20a2-46b5,11/5/07,498,1032,4846.6
3971-8b64,5/14/10,61,1042,836.816125067084
590d-b54c,12/2/09,519,1020,5143.896
c89b-d6ab,1/26/09,34,1032,368.224
0532-5131,12/28/07,366,1024,4081.696
0725-d89b,3/27/08,480,1032,4844.01381460512
391f-ca87,9/12/10,29,1032,286.176
3f74-6cb4,9/4/10,76,1032,517.008
571a-d51d,7/30/10,64,1032,456.04
63b8-a80d,12/11/08,34,1024,558.68
9743-6604,10/11/08,83,1032,932.359911883173
b545-970a,1/11/09,582,1032,4856.67475940383
b89b-e049,12/17/09,384,1708,3550.224
d2bd-2e63,8/10/11,63,1024,471.276585766818
d9fb-b0fb,6/12/08,314,1032,2881.94221282119
e362-6e9f,12/28/06,693,1032,12425.9237205053
e5b9-ebc6,6/29/10,101,1066,704.04
fd42-dba7,10/26/11,209,1444,1254.3193825911
0662-a285,4/2/12,38,1032,260.688
1e41-8b37,9/10/08,178,1032,2500.56
2dbb-60da,4/15/12,2,1032,80.328
3180-112a,11/27/08,445,1024,6071.016
3fb2-fa75,9/8/11,18,1574,268.264
4ec4-699f,12/24/11,53,1094,575.312
ab17-cd96,3/17/10,398,1646,3138.84348648893
b338-8f57,4/28/07,1208,1032,10804.024
b645-609d,9/27/09,190,1020,2148.44
c924-0291,10/15/10,303,1032,3703.824
fdc1-297f,8/12/10,1080,1032,8374.12
0419-1336,1/15/11,233,1032,2256.93095179135
1626-f605,7/22/09,248,1070,2286.31638372527
1a1d-e996,9/22/09,223,1032,2281.208
4626-951e,8/2/09,181,1032,2191.176
f5ca-55f1,4/22/09,175,1032,2197.63148688539
03d6-f867,2/13/10,160,1042,2454.096
3c48-841a,9/23/10,89,1032,2327.152
6480-fefd,1/30/10,28,1112,307.384
9303-e0de,4/5/12,6,1032,74.352
9fa3-1b29,1/7/11,137,1032,836.2
abc1-d6b1,3/12/10,119,1032,1974.43269881914
b37f-84b3,10/6/10,110,1410,1234.42598683789
d3fd-654a,2/1/10,108,1032,612.6
fc11-711f,6/21/09,128,1040,1025.41653440298
35aa-02ec,7/30/08,553,1024,8416.85708499437
500d-16b9,4/15/12,2,1032,14.624
60ec-ccba,5/10/08,160,1032,1543.44349345381
6dd7-5479,6/16/07,490,1024,3854.11555873545
8eed-99d3,11/25/09,165,1032,2037.888
9285-7bc5,5/2/12,4,1032,36.92
a002-0637,11/23/09,40,1032,581.104
dd9b-a7f3,7/5/10,19,1032,203.968
0724-92e5,4/10/09,81,1430,591.696
1b36-642a,10/17/09,35,1016,641.56
25ce-a180,2/22/10,10,1708,147.472
6a63-957b,7/29/07,761,1032,6731.61754254067
724d-e422,6/7/09,92,1032,901.04
947d-ac47,6/13/10,118,1024,916.968
a127-c581,10/2/09,474,1444,3283.25668557634
5d5a-cb4e,5/13/07,831,1032,8989.10343360014
86b6-86f3,2/8/08,285,1032,2282.392
dd94-68da,9/7/09,146,1032,1302.576
4bbd-9814,8/27/11,2,1032,12.936
7856-e203,4/3/12,22,1032,207.608
a506-baf5,9/2/10,74,1032,683.400492643713
d30c-4d56,7/12/11,199,1032,1423.704
d9d4-b40d,10/27/10,68,1032,521.568
136a-4af5,1/13/10,248,1150,2010.744
318e-174a,2/17/08,681,1032,6834.024
38e5-82b3,2/4/11,653,1032,4391.424
573d-f620,1/17/10,361,1138,5117.10051907708
597d-518b,12/17/10,98,1032,1221.48
781a-c180,10/3/08,655,1032,5838.87984
c764-5c8f,4/3/12,37,1032,302.416
d508-4374,10/11/09,229,1032,1938.408
1a8e-64d8,7/4/08,127,1032,1500.8
3d86-0173,6/6/10,113,1032,1208.096
4a3b-1cb6,2/8/11,93,1048,1018.952
736b-0bcb,12/3/11,42,1032,337.008
ca09-8631,6/10/07,786,1032,7368.512
e0f6-3188,10/23/09,29,1032,360.257664299324
eec4-011c,1/7/10,272,1288,2308.136
6ae2-24f8,1/26/11,13,1032,140.256
f8f5-eb50,8/29/09,75,1024,979.616
1b37-e65c,9/30/08,1465,1032,14913.6713124645
5d48-10cd,4/17/10,19,1028,270.385752990155
60fd-e88f,8/6/11,18,1926,296.24
a7fd-d059,2/20/08,188,1032,7351.912
ad74-84e5,2/26/10,77,1058,1024.63065872637
dbdd-897a,7/19/10,163,1032,1209.256
0557-4c19,12/17/11,3,1024,30.288
3807-b827,4/12/09,174,1020,1451.17239668186
aa9a-3daa,7/12/08,148,1032,1385.768
b266-3b34,1/22/09,391,1032,3072.768
dce0-3598,2/6/11,40,1032,243.608
dce3-10c1,9/6/11,124,1716,868.624
f612-e5b5,8/15/09,195,1708,1625.512
0ae9-81fd,5/8/10,56,1028,520.384
4148-42e6,9/5/09,210,1032,2071.344
5087-53ea,7/7/09,77,1428,1001.168
8b47-dde5,1/18/07,533,1012,6539.95663797718
940f-4f7b,10/31/08,935,1032,8915.888
be8f-3bbd,8/23/09,23,1596,266.768
f583-004e,8/18/09,34,1004,301.876175976357
13ff-ba58,5/10/07,440,1004,5761.552
566c-9dcf,4/2/08,469,1032,4015.392
7ef9-12ab,8/23/08,248,1032,2580.16
9a0a-2c12,7/22/11,13,1032,154.048
28ee-c6d0,2/20/09,678,1032,13332.883673382
3c4a-3bc9,3/9/10,87,1032,878.408
5104-2e43,6/22/08,151,1032,1978.432
5f44-7aea,8/1/10,232,1032,2431.8
7cc3-e3c5,6/10/08,443,1032,4278.832
9583-6dc9,10/11/08,619,1032,6095.008
ade4-9ab9,8/14/10,137,1020,1172.01280933866
bfc3-37f4,7/19/09,244,1708,1832.19399727176
e01d-57dc,12/18/08,268,1032,2557.61811710617
126d-6a45,1/26/10,298,2142,2734.92469534184
3d4b-48fb,1/13/12,39,1082,251.48
ae03-0f12,10/9/08,225,1032,3602.856
c787-77c9,9/27/09,162,1032,1425.592
1f44-b69f,3/9/12,56,1070,507.12
5127-38d7,11/18/07,865,1032,15057.7058331455
606b-42ec,5/12/11,21,1032,260.904
6217-f957,8/15/10,169,1032,1446.208
e578-1670,9/26/09,422,1430,3439.16
63ec-b394,6/20/08,265,1032,4338.19914083341
759e-1b21,5/30/10,108,1032,1219.12
cb9a-484c,9/24/09,160,1032,1322.344
0ff5-275f,12/20/07,631,1028,5404.464
1329-dffc,6/9/08,226,1032,4347.072
8a2b-50a3,2/25/10,283,1032,2484.808
cb15-0d86,6/10/10,171,1096,1278.58431062311
d37a-e079,6/3/11,214,1910,2193.68434348447
f33d-5beb,10/1/09,161,1032,1277.2
1143-643b,8/1/11,25,1032,243.24
7cdb-4b37,1/22/11,13,1430,188.312
9055-87cb,5/17/08,454,1032,4015.824
b0c5-13d3,4/1/11,95,1048,892.832
0e73-a330,3/30/10,381,1032,2523.85964601965
25c2-e7d1,12/1/07,647,1032,8334.68
b2d8-5811,10/31/09,121,1032,1686.912
bd0e-1800,4/10/12,8,1086,92.248
d938-36fd,7/23/08,886,1032,6307.888
f4a6-645a,10/18/10,237,1032,2132.856
05bb-e9c5,7/10/08,1552,1048,22624.1046843171
131d-7d58,1/7/09,577,1024,5872.352
19bc-f297,1/20/11,24,1066,476.488
701a-46b5,10/1/11,10,1578,152.768
ee78-7b94,4/23/10,69,1426,1388.36677135413
08ea-4b08,5/3/09,422,1032,3272.54789137565
0cc6-07c2,10/7/07,232,1032,2245.616
658c-1419,9/22/10,209,1032,1850.632
c037-1138,11/1/09,303,1032,2902.496
8fe0-809c,2/25/07,1267,1032,11987.6002089015
c318-3a6b,9/6/10,18,1092,309.740007861979
c935-ac7a,7/9/10,87,1138,1187.272
1be0-a1c5,12/19/09,87,1032,754.151765402764
9454-c76d,5/2/09,113,1032,1115.40555968148
a986-23c1,2/18/10,57,1032,1077.584
b0e9-8d56,2/21/09,74,1048,605.704
c239-51b6,8/20/11,181,1032,1513.912
35bc-3431,5/17/11,4,1926,36.488
43ba-c127,3/20/12,78,1032,1100.96
4ecc-8d06,2/13/10,239,1032,1791.33829176201
c148-5e6f,10/4/09,125,1032,1436.73846601798
e362-4a5a,1/19/09,704,1032,5957.344
72bc-71de,10/25/10,229,1684,2053.592
8c18-1be3,12/25/08,140,1032,1444.776
9e60-51d0,7/11/08,415,1032,4659.984
abf3-4a3d,8/24/10,155,1032,886.784
e6e6-c205,9/21/10,110,1004,1707.84
f2b2-2157,3/14/09,200,1112,1728.008
13a8-460e,4/21/12,2,1032,15.624
686d-0e92,3/25/10,175,1430,1261.392
7132-03eb,2/7/11,387,1032,2349.504
8027-8c6f,12/27/09,145,1032,1382.216
a585-4252,10/22/10,53,1032,450.752
cd2c-a1c5,4/12/12,19,1032,283.136
f0ee-90fa,3/9/11,4,1032,81.832
fef7-0aee,6/15/08,347,1032,5459.392
00db-a7fc,6/20/09,199,1084,1739.368
118a-f3b6,9/1/08,85,1048,1655.208
2202-e830,3/29/12,10,1032,137.8
24b6-f8f2,2/23/10,34,1004,490.808
5560-c805,1/26/08,670,1032,4886.712
63a4-fcef,5/18/11,375,1032,3179.032
8151-948f,8/17/08,308,1032,2909.96
8aac-fad5,9/30/09,71,1032,711.488
